age,monthly_income,employment_type,digital_txn_count,bill_payment_score,mobile_usage_score,repayment_status
29,37924,0,103,0.3848562624930535,0.163705818138419,0
23,13926,0,191,0.7761165984135006,0.0863182734861645,0
45,35851,2,141,0.431651762593961,0.7382189055403422,1
54,28889,0,147,0.33222776406628385,0.27320183167298207,0
32,44930,1,88,0.4113226968232696,0.6238625416173293,1
29,59675,1,48,0.6028447467863508,0.6957583379921807,1
35,13055,0,135,0.9998051441338015,0.3219107635818218,0
45,9654,1,190,0.4929924291045318,0.8151445974257844,0
25,27634,2,173,0.20849447495426054,0.5499889821142169,0
31,37363,1,148,0.16284657527909474,0.8689994079518027,0
54,16468,0,86,0.04234974747641429,0.7632935525589475,0
44,37922,2,159,0.5588172349183215,0.8685756320374538,1
35,45718,1,7,0.5445720914888342,0.02016138211789409,0
58,53091,2,100,0.20523392678030916,0.24350626073859472,0
28,22380,0,15,0.695329406452567,0.09000794044593863,1
25,31870,1,39,0.7411070416296808,0.44208301718934917,1
46,42394,2,105,0.25909820538211126,0.8899601216153182,0
38,57057,2,26,0.3440997640297365,0.4675402622668692,0
26,19259,1,103,0.9904716723472566,0.8497130445803941,1
57,19873,2,104,0.3742644678507342,0.3271782380193179,0
33,18016,2,145,0.7608016717561018,0.3395700728052524,1
48,47137,0,34,0.45272542662994,0.8955617303268776,1
25,5153,0,112,0.7933448278609759,0.42581714651170155,0
33,12853,0,51,0.7690232387826479,0.7897654877946664,0
37,17379,0,142,0.6677560251985356,0.23664354788190134,1
52,20792,0,190,0.8547783462955792,0.9488008296776355,1
49,43367,0,52,0.9392184948776852,0.5745782465305711,1
23,23100,1,90,0.5799833204520839,0.7593235685784019,1
54,52553,0,80,0.23746890722274572,0.0895156997948855,0
47,16049,2,103,0.398628961644075,0.4926642258305287,0
33,5786,1,65,0.7583057135132932,0.9010384977340232,0
53,9368,2,112,0.6508834851238695,0.8770386290433045,0
26,35699,0,30,0.17779833856524874,0.04681395723422754,0
44,52691,0,60,0.051239541146424705,0.3036984691289467,0
39,42040,2,191,0.6829615935420649,0.4433200064790801,1
36,57919,2,100,0.25107902402934534,0.17226481435578822,0
48,32454,2,104,0.49967024372905344,0.7299983109899704,1
53,43762,1,97,0.7467467725125942,0.18451199559871156,1
33,28600,0,33,0.5626667806563331,0.3466396943698862,1
45,34238,2,182,0.08330258311179639,0.6632806368578182,0
56,30241,0,58,0.1855802367835554,0.48208934452447993,0
47,24810,2,2,0.21932818403091914,0.7385710386348938,0
58,25167,0,16,0.2578642536448449,0.9612079012228597,0
27,26811,1,77,0.5654033919505043,0.1165466877151975,1
25,44779,0,45,0.5039657798253935,0.7095677163980609,1
51,25085,2,165,0.20316003836420893,0.23034415563211452,0
43,51854,0,34,0.06755484345568707,0.41447672740756925,0
30,14261,1,128,0.17143220447471808,0.032862725795139824,0
52,23733,1,111,0.9843813126186033,0.13590738229269894,1
50,44779,0,156,0.46854694979147227,0.3197772890488997,1
59,34079,2,131,0.8673455047021125,0.34198580528798495,1
51,38980,1,60,0.8487524666688433,0.8995852164620958,1
38,19141,1,96,0.5115195574628737,0.7418129092665151,1
56,14344,0,144,0.7066877084605435,0.9721829681870411,0
22,44472,1,155,0.19275201041271228,0.5990715103352405,0
34,20896,1,177,0.6883967049269083,0.24171373209131797,1
33,28817,2,89,0.2723845792632895,0.32765502992164286,0
49,34813,2,135,0.8320620967541508,0.3198359232919671,1
32,23895,2,161,0.08372413310890992,0.3264943276632516,0
59,5143,0,58,0.7731386728852775,0.6729641731118157,0
22,15681,1,17,0.09993690656861953,0.5308079280904162,0
52,12367,0,94,0.881189236894309,0.3854241780866443,0
33,8228,1,186,0.3042045181350037,0.1490897687287166,0
47,9582,1,154,0.6543933648305748,0.022139162942145907,0
37,18147,1,15,0.48750227862027984,0.2188346775876926,1
51,16397,2,9,0.366303145262339,0.10747140396868127,0
54,43799,0,103,0.6454418331834965,0.7854450308522394,1
44,42011,0,75,0.947522980551238,0.11249795781388539,1
55,18647,1,149,0.04126974737462186,0.7242282373068362,0
26,32718,0,15,0.9188528558831043,0.38565868977608264,1
39,49264,2,11,0.6090816550210135,0.07337838974377597,1
50,47317,0,74,0.8073143007690523,0.8127300494315858,1
27,52914,1,178,0.3838749534342776,0.5796305702366134,0
30,24097,2,128,0.4718429748376137,0.23576151286357305,1
52,41953,2,26,0.868850751801164,0.8946811743326679,1
54,50254,1,194,0.4148479698098231,0.04525831387055146,1
48,45096,0,11,0.534659566749085,0.2018196081977629,1
35,58785,1,29,0.020194923084332905,0.752046927805861,0
50,57344,0,8,0.1585980058380423,0.7093779303098892,0
57,54452,0,52,0.6416865079747998,0.28927169372447803,1
49,22107,2,188,0.7169769010638771,0.062024875352783115,1
42,59846,1,53,0.5826009367844994,0.8580780722249438,1
24,8010,2,164,0.14331003627561067,0.3136976380699026,0
40,10555,1,192,0.4454054285778348,0.19571341492826522,0
52,5067,1,169,0.3550947663631898,0.5160618223609771,0
56,33412,2,48,0.4956613440350883,0.9102271992824473,1
24,49953,1,3,0.8703290345540943,0.043546577843375345,0
47,56658,1,191,0.7758614386586519,0.7658040880308877,1
37,39305,0,78,0.08398950138915895,0.5724732279387089,0
32,54549,1,178,0.8903091977745643,0.42544911655181694,1
42,16549,1,90,0.4717671511498236,0.74408044410506,1
37,10680,2,199,0.7438621448859984,0.9658244244416323,0
30,30739,2,187,0.14003923126435214,0.22920621116269102,0
21,26209,1,78,0.6707195257070481,0.14364736507211961,1
42,46515,0,158,0.23632601760945793,0.912881745222697,0
46,27432,0,102,0.43838089714093154,0.6689530774573037,1
38,20116,2,110,0.01686287008210441,0.437986021561966,0
34,25045,1,199,0.15161063793047602,0.5732595702642831,0
49,31327,1,57,0.09208049312361977,0.745613905176244,0
32,40709,0,81,0.23974417293825845,0.7730318987057172,0
56,48617,0,131,0.10001809002432227,0.9198941808189646,0
55,31905,0,21,0.6919100266195619,0.42684278889562266,1
32,12067,2,130,0.02903990220921937,0.293410910019395,0
27,37559,1,78,0.617740500624998,0.6396642667898419,1
49,59243,2,98,0.14070783082557425,0.41572789927953036,0
31,47919,1,174,0.9451614571778969,0.5945984539489779,1
53,22985,2,37,0.9330940731098543,0.4199857984559502,1
26,32369,1,160,0.22550310252096262,0.15299578667817448,0
35,22864,0,175,0.6144212982230295,0.4694267516589584,1
52,27614,0,192,0.028005319472458434,0.6909178219410328,0
31,57428,0,116,0.9317885430511741,0.7992838076676498,1
43,52894,2,25,0.5229873081917097,0.49332627679654684,1
46,20613,0,135,0.04322315141777899,0.16523789021040092,0
54,11447,1,49,0.3424999930081374,0.4146877096494316,0
54,10499,2,37,0.0768494618612342,0.7862939288416982,0
49,44041,1,137,0.3929444393733599,0.41285927061707284,0
24,36315,2,41,0.6699263421613231,0.6965307936042223,1
37,6299,1,36,0.4698899080414396,0.5072136816780898,0
55,59970,1,153,0.38372217471945447,0.2412231251093967,0
33,44469,2,139,0.1191570455404648,0.7961505080230743,0
59,9994,2,48,0.24493904569365632,0.08421345407068703,0
35,34878,0,141,0.10014328773835113,0.5248902827551506,0
49,20627,0,45,0.8074987316566608,0.20889103424340494,1
49,12489,1,162,0.13523982798472256,0.06706562854137565,0
31,31111,1,28,0.5953733665488935,0.5029339370832488,1
52,37355,1,11,0.3427404135888459,0.4995621559349236,0
22,13269,2,115,0.2259783846551835,0.7069009016757208,0
34,7831,2,81,0.6394684394921037,0.7447506930519049,0
40,49370,0,43,0.45700230937694064,0.7277914886928968,1
42,56873,1,193,0.40014546728455913,0.40955873291675504,1
31,16819,0,1,0.5928520048922216,0.6316897872265625,0
47,55684,2,186,0.4912676284900007,0.5769452426439603,1
23,29813,2,16,0.3034842085515608,0.4215617561169196,0
37,26637,2,137,0.5590612877652517,0.5972126941859932,1
48,6996,0,17,0.6694985765506946,0.9472478767062625,0
49,59463,2,21,0.026693158586854282,0.19289374368137735,0
41,49387,1,82,0.46587172890767536,0.9057720957855263,1
36,54429,0,57,0.05768328458354377,0.053455513983198366,0
57,8089,2,52,0.18640541406811106,0.30838921290166066,0
40,38291,0,0,0.5605087340779731,0.28814524861152824,0
26,25659,0,60,0.8661889152655807,0.6263651078809057,1
39,50178,2,158,0.8828056791884848,0.13122495177729032,1
25,59517,2,30,0.06994401013863127,0.8823476118397537,0
23,35429,0,65,0.4191050862867066,0.8285514084650413,1
21,20732,0,146,0.5830064830045513,0.6520658196852778,1
58,24506,2,52,0.1470699045503434,0.45841383179219775,0
35,45935,1,94,0.7654322167447717,0.9329560421420784,1
54,10190,0,149,0.7442352584372388,0.8307465547205559,0
55,9575,0,22,0.9033410137067946,0.4993151480812449,0
45,45495,1,142,0.008486012083443017,0.7018733544543112,0
44,53146,2,153,0.21668424398900266,0.5669299521796846,0
32,39565,2,130,0.8271867142453218,0.5879422383882645,1
38,39899,1,86,0.6705800508269354,0.33097606943747127,1
35,28706,2,147,0.8943898536984908,0.46208460462489676,1
36,52668,2,124,0.05717965453026652,0.0781214307897442,0
47,27884,0,108,0.5969639657164428,0.3573486916645925,1
28,22199,0,39,0.5690465748936742,0.695828515362152,1
45,49100,0,120,0.03567441636053237,0.9532160305061863,0
37,44434,1,38,0.5135220769124835,0.9630641127630203,1
49,54294,2,119,0.6095203113099242,0.5557228691248917,1
28,17479,2,199,0.19129317420210723,0.6066222518095821,0
35,39178,0,17,0.27332958312466293,0.1857211855009675,0
47,17665,0,168,0.640347346297737,0.6953081080935307,1
27,5534,1,197,0.46830094759995833,0.07065879267438624,0
23,31292,2,154,0.8580136575683268,0.28468568579944453,1
49,41132,1,142,0.34238176600918835,0.6683633472854422,0
44,55184,2,36,0.26665965838820116,0.3103101315434893,0
23,41110,1,185,0.9848659403448428,0.04984687411445432,1
40,27469,0,4,0.9111357701300834,0.8318704093509638,0
35,51233,1,72,0.028992744998979858,0.31033000713456305,0
45,42268,1,134,0.7707286153065659,0.06310522485867842,1
50,6172,0,40,0.11033477382520296,0.07478816450286518,0
34,32914,2,9,0.02748519482937095,0.2517587987887536,0
27,25901,2,189,0.2736955159663489,0.17801594722152625,0
37,45775,0,153,0.2693458790611043,0.7743001177801508,0
40,39409,1,67,0.8193187623469647,0.32168404666703443,1
56,54623,1,23,0.7106672459428351,0.8046957850398325,1
29,24324,1,77,0.9816094273320143,0.1738459978231528,1
58,13738,2,168,0.7115129003118185,0.4928791795440838,0
42,42494,1,192,0.4182555532560479,0.6880371335531288,1
22,49557,2,144,0.6989276609452169,0.6519908538658549,1
44,29054,1,108,0.9994590671864021,0.6011294099302688,1
28,34709,0,23,0.7101418825625281,0.9248216019311698,1
31,48785,0,154,0.7616813559803183,0.22852514770674437,1
33,25107,2,6,0.9383650151902594,0.4937192044621054,0
37,5363,2,72,0.11365126131168335,0.8839925500724087,0
28,15358,0,106,0.7047842934477269,0.07789376559515704,1
41,41077,0,98,0.850805957967449,0.055888268253075246,1
38,54697,1,121,0.954378600220893,0.2333022875582914,1
50,8240,0,11,0.21096928971169937,0.6330212195380185,0
38,11665,2,84,0.5039290077242442,0.2598796264498069,0
51,50689,0,2,0.6805548476444818,0.19023988380879897,0
58,6936,2,78,0.24746772950133744,0.4588023153582921,0
52,51736,2,84,0.600472863250274,0.6135980687694115,1
31,30538,1,9,0.25757878249799937,0.2485577070167404,0
45,48965,1,32,0.3334570205316473,0.30069118672374207,0
53,16998,1,45,0.44151869651086506,0.6135593048115139,1
58,5882,1,58,0.529190098746567,0.9457384219894527,0
28,25224,0,51,0.4493658716251506,0.6747417274380882,1
31,44691,1,5,0.4931955197879292,0.78290414358456,0
42,58763,0,129,0.2985887562882926,0.3668100947554688,0
44,51476,1,28,0.1589650940226306,0.27225435938446607,0
37,35825,1,118,0.04734997732683943,0.45426774320262253,0
32,10204,2,167,0.1959787224916677,0.8071328287116737,0
52,33885,0,96,0.581943641505783,0.4562996417905558,1
35,45056,2,188,0.7861154478031324,0.846725408789861,1
36,8203,1,195,0.16924759744289453,0.9887719806951271,0
42,7244,0,67,0.10855535777264846,0.07202666573033634,0
48,37786,1,156,0.7492903605492502,0.04541015608370369,1
40,54793,2,189,0.3051583305372897,0.14958970291336182,0
53,8083,0,59,0.9514994392273525,0.3843696757343462,0
30,26584,2,123,0.714317970610373,0.1310422091454324,1
52,13521,1,83,0.32675604724303087,0.870664477618756,0
53,55017,1,40,0.2895427477937049,0.023146251027063802,0
22,38541,1,112,0.523698386271309,0.3157927163358225,1
53,34063,0,64,0.07914466827820943,0.18469462949420534,0
53,9732,2,191,0.11767651264529899,0.9315393301575323,0
33,57670,2,78,0.1758578813161925,0.6694810048900279,0
50,32518,1,62,0.7747235933045602,0.9120302564513745,1
53,44563,2,175,0.5138573592691225,0.9723287103103934,1
33,44752,0,147,0.010567122774442939,0.4970982436773692,0
46,34697,1,117,0.673516527472109,0.23431910804802625,1
42,7567,1,36,0.4236901786604971,0.1937287861965893,0
59,21121,1,63,0.5108523649637979,0.22291886168584052,1
22,6674,0,85,0.21411624341293556,0.7085933076220029,0
58,15875,1,132,0.5517822283941036,0.040445728123000735,1
59,49340,1,33,0.9791532397514886,0.051361073032714866,1
46,5739,1,38,0.07344469100576145,0.60814294238315,0
35,6545,1,66,0.28391739966443064,0.6420571467374065,0
54,34140,2,61,0.24299759286082978,0.66526292432246,0
31,14327,1,87,0.2485493107511796,0.37188050458859123,0
23,10127,0,151,0.3787063575653773,0.8059448887141532,0
26,28331,1,130,0.8181097847441675,0.5336245877266176,1
29,28004,1,108,0.9128586899643873,0.10546563000941944,1
26,46833,2,198,0.20221508745897332,0.7970993070673452,0
29,58707,1,88,0.5429499379481127,0.9530677862704583,1
59,15492,2,66,0.6368989721654803,0.06003631300235868,1
51,59797,0,78,0.5218274743638449,0.3913513387005799,1
52,18749,2,177,0.43407639419691957,0.48751604483474764,1
32,28508,1,28,0.19197550585923784,0.14647076007831694,0
28,14045,0,73,0.48821935919923853,0.8677089477828771,0
28,25116,1,31,0.4012148277113289,0.284149644890044,1
48,23667,2,86,0.7955633625022697,0.7830085399381601,1
40,14521,0,38,0.7636043591629952,0.670994482028316,0
27,13669,0,136,0.1339986812056707,0.5980458224670234,0
31,32302,2,100,0.08851905256306758,0.1921428486965544,0
40,16283,2,141,0.908153943227503,0.2207035205509057,1
36,35935,0,67,0.5355083889644977,0.04734840474656932,1
24,11998,0,191,0.8578009372825907,0.24071242978226637,0
26,33806,2,147,0.05815112056640115,0.3454436094605141,0
42,36624,1,27,0.5265156165216303,0.8331453038624254,1
46,18440,0,13,0.5394265145762364,0.3663926667148053,1
23,50465,2,171,0.8607020325421499,0.7546217827656064,1
34,51501,1,76,0.0976099982297075,0.43944228129548757,0
31,26797,0,115,0.2404455636759093,0.7848683119938884,0
38,6269,0,166,0.4065383138870131,0.9762716004370399,0
32,12868,2,27,0.8658414754199422,0.23984155805758012,0
43,35251,1,191,0.938883315070567,0.8623416119638762,1
32,17373,0,88,0.9927246195936279,0.6218240863057747,1
33,23987,1,31,0.9591934864585215,0.8172942615886548,1
45,43729,1,136,0.005941755844354413,0.6515859022678052,0
39,20734,0,155,0.04770834145387204,0.42394950727415015,0
56,47429,1,94,0.14760681915758866,0.22807493944179036,0
28,46337,0,16,0.34886209677027313,0.07003522533116502,0
49,45325,1,116,0.8299180309869587,0.535518364460717,1
52,23064,0,76,0.8926561953354805,0.9903260945268656,1
38,13433,2,54,0.18683440629458303,0.7380418050142062,0
26,53421,0,9,0.6196641516197087,0.3273455413990166,0
38,14111,0,79,0.9173619850652766,0.8272048000867352,0
39,43450,0,133,0.4637317359313208,0.7689840001764066,1
42,53247,1,175,0.10354357195278396,0.2816357933534568,0
57,20047,2,115,0.45781365008462493,0.014307489794234685,1
52,13084,1,194,0.37579490228805723,0.1181626385339496,0
23,26751,1,168,0.577657996066007,0.8773061903120576,1
48,21453,0,78,0.43865868440710365,0.8365630353048717,1
30,25308,1,59,0.01734592685371794,0.29520900087836244,0
55,43968,0,41,0.9939977334136711,0.2851954262844204,1
49,35077,2,115,0.5435402377305709,0.7928649871024711,1
35,48046,1,108,0.47363075548460953,0.9377374698954221,1
53,39775,1,70,0.954617371504054,0.7791372567975999,1
27,53570,1,155,0.1558603675870771,0.6055786770307615,0
32,51097,0,101,0.18923760254524824,0.24267135033180454,0
50,29503,0,12,0.8080147490627835,0.5257479140952607,1
41,7779,1,14,0.26083108002500877,0.23351185859326462,0
51,26304,1,35,0.7992271062915269,0.8080114200967736,1
44,5755,2,14,0.27153348290850254,0.3869610795177373,0
40,44263,2,116,0.033187630225001485,0.8336972169940262,0
57,47955,2,74,0.517014723886716,0.3816092179827253,1
24,47281,2,55,0.19668643412686138,0.8241494051998913,0
48,56482,2,94,0.7578462929324711,0.33331781516524195,1
40,59857,0,131,0.6411996332321481,0.44013270461766985,1
44,22400,2,51,0.9236026679779178,0.6154884193426575,1
52,45115,2,137,0.7829883572657359,0.07028761402991868,1
56,19249,1,172,0.18077595484072684,0.9482070618154644,0
54,52647,0,83,0.8001582366647964,0.5736057861238032,1
56,51825,2,28,0.6417370448140233,0.5078200146908023,1
22,49825,2,52,0.6689516417606249,0.8393939711199121,1
35,29600,2,156,0.8322628859701487,0.8657627298968276,1
54,42706,1,150,0.5738240691889402,0.522260404529016,1
56,24222,1,184,0.4660035143530129,0.9272623257936373,1
26,38505,1,177,0.636641035358728,0.06473776607648063,1
59,43968,2,20,0.2979574289583591,0.11322579225121754,0
32,46139,1,111,0.1825971310870993,0.5967882300144401,0
23,54383,2,170,0.6165878380712464,0.3540658617935837,1
38,56069,0,137,0.23384836908547768,0.46422516618919885,0
41,46302,2,75,0.07991510934660673,0.32807921789716654,0
35,34148,1,29,0.000554184585253914,0.4047253114449356,0
53,27302,0,124,0.6083194014000671,0.8226463471462995,1
55,7623,2,50,0.3621487834802368,0.5934761998543047,0
46,13646,0,160,0.752310970673456,0.9973445492834982,0
28,18543,0,145,0.37517639831310245,0.7868791978209629,0
56,33960,0,77,0.4860034482382267,0.27366625410182666,1
50,27785,2,21,0.4070849728153849,0.2643451177266962,1
43,17817,1,63,0.6505747911093461,0.3358982701170071,1
34,36406,2,20,0.3561391620149682,0.8432594806477427,0
34,28456,1,128,0.9637676499423089,0.027287650650565598,1
22,56428,2,106,0.9361469865985301,0.23018127887125772,1
57,28777,2,115,0.8480279026572813,0.904918420344267,1
25,58026,2,123,0.9203002705727481,0.639896436083252,1
58,25914,1,142,0.449139688459391,0.22684709550105642,1
34,34553,2,35,0.5364303967894921,0.21914496823258034,1
59,28548,0,46,0.7420925925582444,0.8626181017594305,1
45,42265,2,181,0.6961459249385411,0.8937575082770465,1
40,45701,0,31,0.8906785956054708,0.2561310909621153,1
22,56287,1,185,0.7163310272566953,0.42051035807653225,1
59,11727,1,173,0.9978847082284605,0.8345957386283172,0
26,49924,2,53,0.348505799831591,0.7710074386098854,0
37,55717,2,160,0.8329977422394179,0.8139161065660845,1
45,37427,2,166,0.6976348228326642,0.5183981907879688,1
48,21692,0,22,0.6913864452150186,0.9115490483051731,1
22,36625,1,170,0.3258355948449989,0.32595154395443526,0
55,29918,0,182,0.7856017924230225,0.15667213434751803,1
57,46395,0,1,0.9003760223475992,0.7087323325648648,0
25,46136,2,193,0.21854846152056295,0.5393544160068964,0
21,54290,2,165,0.6254968371167041,0.854585768809481,1
32,54345,0,156,0.3921348291027752,0.08115924912471495,0
56,57409,0,109,0.9895481192948771,0.8436924034380668,1
43,20577,2,123,0.4788328158316816,0.2932946532088222,1
51,24619,2,66,0.2283201737969427,0.654855667168183,0
31,51240,0,70,0.38185762522183253,0.04012878907825579,0
30,38710,2,163,0.6538383898166262,0.6095812963036007,1
23,42388,2,28,0.07608937134957627,0.717271689187336,0
34,59872,0,118,0.6036019202212376,0.3687502145056203,1
36,21195,0,164,0.931224759178898,0.21541070526214023,1
30,32689,1,112,0.8503627876578504,0.537630676603545,1
49,16154,0,44,0.06767353665798337,0.8331908044356465,0
30,44121,2,15,0.9933898787390681,0.3235473582966508,1
32,34412,0,30,0.6987269237038791,0.25246929752127956,1
50,26341,0,161,0.1622808243140237,0.2789353086376877,0
21,37018,0,49,0.012416089169423494,0.9491321529166644,0
25,14145,1,192,0.17128263629215135,0.35927691576455967,0
40,47262,1,121,0.8381759206857385,0.003604239888287175,1
28,51330,2,189,0.02163932494516374,0.7816812079596197,0
32,57533,1,170,0.23314730361808655,0.6992747953353902,0
21,27223,0,183,0.7573055953348754,0.12856826460296888,1
40,7880,1,14,0.5861105358981351,0.9849042491349125,0
48,26271,0,175,0.7827357103601918,0.6080622853051112,1
57,38313,1,48,0.7461505038267879,0.5007794909406015,1
57,51900,1,171,0.05060138712180473,0.38221926762289105,0
32,18304,1,9,0.8925114190941515,0.8986727555636379,0
57,39695,0,19,0.2270318342822687,0.24396348141856328,0
48,35225,1,69,0.5533924402297637,0.28576890021990187,1
35,25536,0,7,0.6442881565277788,0.1224108066865669,0
26,35831,0,172,0.1686282108850954,0.75911909558426,0
40,54156,2,33,0.9762312567009744,0.5955492804058533,1
34,16673,1,178,0.488155956087309,0.6090661692544983,1
22,26917,2,3,0.057642695597393434,0.21847043101946362,0
29,32829,2,107,0.9372620447778404,0.6511683891270839,1
57,20372,0,166,0.5862678431932681,0.765458447246864,1
40,30938,1,23,0.6991931979813764,0.35788853072568927,1
46,59530,0,54,0.5251757899342241,0.8013471439617122,1
49,7663,0,25,0.8347379547769676,0.34879058853202094,0
21,52801,1,24,0.033133462193210894,0.7581384615092877,0
55,14465,0,35,0.26837836527714776,0.03373010745771898,0
26,8326,1,70,0.4696483564026922,0.5511646014736526,0
57,8659,1,185,0.07660361631371004,0.9695265606398866,0
25,32594,0,11,0.7059066693266582,0.9812446006823907,1
53,55283,0,128,0.39366341405564076,0.2817525783417406,0
34,9763,2,115,0.27266799026814403,0.44139909108035547,0
32,28121,0,177,0.0033788468084122725,0.06297790798663305,0
40,15828,1,152,0.7198303117499537,0.8733413076045997,1
44,52588,2,132,0.8338093088728618,0.5685721531402141,1
54,16221,1,82,0.39504053568149844,0.385100678940517,0
45,16211,2,195,0.5642179770333655,0.11277055848915307,1
49,18569,0,5,0.22768662592959843,0.9467672854968892,0
59,36358,0,25,0.6221976462801331,0.5302190478209937,1
51,42860,0,112,0.012137458315200522,0.2829279290829039,0
43,11022,1,102,0.48864389709875844,0.3502151301315095,0
58,50337,2,119,0.6442054818406923,0.2706971809221477,1
40,57311,1,182,0.918191773229734,0.6018098088569807,1
43,18515,2,166,0.38133581712228426,0.9299635757805099,0
36,11159,0,8,0.7651902029810298,0.8566938033265644,0
28,50991,1,44,0.5976870299435008,0.4603808754259775,1
41,46213,0,13,0.9270121129250806,0.8264993623010078,1
21,26691,1,111,0.3983776756594306,0.42310548127632985,0
28,29904,0,54,0.319095339872988,0.252307140758638,0
49,48790,1,136,0.8871419986941438,0.9834151152664279,1
52,8044,1,14,0.04924440140828912,0.30388756797082184,0
58,14612,2,36,0.1363853929336768,0.3237242309869084,0
25,10636,0,177,0.08240443458404445,0.9896928677865222,0
42,16593,2,126,0.8431099565764026,0.1339274931656549,1
54,53947,2,116,0.010607423370319391,0.7605339880096951,0
21,7892,0,83,0.8616571554970481,0.9358127584827265,0
46,26672,1,71,0.4512677953712668,0.5117949942754186,1
30,10812,2,95,0.0040252788539707485,0.0025217617028200356,0
50,36085,0,110,0.40164517721204185,0.37505894411310625,1
38,5654,1,148,0.18680084104503558,0.11156899238482709,0
37,59633,2,184,0.624400487472163,0.41618766093369575,1
46,22143,2,104,0.6793587899216466,0.7900267616422847,1
28,6798,2,146,0.48752757040499983,0.4387115488838005,0
32,42927,1,57,0.04051952543966997,0.43192512134592254,0
47,34087,2,94,0.6561288043672019,0.5567894769188466,1
28,16618,1,117,0.8420387836055212,0.5816905847476802,1
45,13446,2,5,0.7203242773264015,0.8562963087989713,0
24,26646,0,3,0.8299579189553186,0.3083554392289515,0
53,41591,2,42,0.20050952355088747,0.821671264368016,0
21,53867,0,92,0.8888879396564826,0.5659337486920473,1
39,56028,0,41,0.3221934506479628,0.30052954971714696,0
51,32200,0,2,0.013404814251991026,0.2951260440060771,0
36,34571,1,128,0.8433916463290707,0.3611375171057245,1
34,27538,0,182,0.9418212689647267,0.6226932426199755,1
25,45555,2,14,0.6555581974173488,0.23081173135994915,1
46,48964,1,46,0.23143663046342466,0.9203335616722674,0
48,25900,0,84,0.2517444642825304,0.5749125841779004,0
22,57886,1,173,0.4665928734356195,0.9200157769960068,1
26,27356,1,57,0.8978310796014195,0.0464043585791547,1
29,28023,1,198,0.14959765614755838,0.3426113704614734,0
53,59508,2,38,0.825973669583487,0.022807660687623077,1
45,44148,0,130,0.29130280870515035,0.2722518150979698,0
33,22392,1,157,0.8085861694290979,0.8620064722685882,1
29,25698,1,34,0.9202711976015386,0.03660971584220085,1
33,47470,1,184,0.4274938719943202,0.43614709991574485,1
51,31535,0,156,0.36505065410553084,0.11756707047322779,0
31,56660,1,177,0.8022213189713018,0.41684065926036773,1
24,58910,1,189,0.529482882379394,0.8388515842643773,1
54,40450,2,51,0.6844490484631971,0.6230710334025191,1
58,38757,0,117,0.6228292369611795,0.7367563453314232,1
24,17476,2,13,0.15288884564479632,0.349104115449581,0
58,46214,0,162,0.8447903602895617,0.9443976950101415,1
39,9711,0,155,0.1957751114131362,0.7092620937795001,0
26,11479,0,185,0.9322821440707808,0.4217988192845309,0
54,36390,2,29,0.25057129142214785,0.4264648002270549,0
38,18161,2,89,0.7338809732737419,0.9186841779432976,1
33,37152,2,134,0.28465539349359203,0.5764046934353918,0
43,19635,2,166,0.3177854085868639,0.7063792099030417,0
39,45843,1,94,0.3100018527823053,0.41703522451317077,0
31,35297,1,68,0.7478922540260833,0.2236927647647141,1
21,25836,1,162,0.5568151179693931,0.7235592919944186,1
44,29831,0,126,0.8829524558474972,0.6078237721413878,1
27,6007,1,51,0.30737271920404485,0.5013428804247794,0
45,31331,0,141,0.6919925220567443,0.6240209399944638,1
41,45456,2,62,0.7529485996631107,0.20828558606423364,1
35,15763,0,35,0.15148211302995818,0.7939387065319563,0
21,8908,0,90,0.40058935731981116,0.9481628050203058,0
32,32573,1,151,0.4828174943504111,0.8911031441677028,1
27,24187,2,167,0.3556873898943743,0.32143574530701713,0
35,16957,2,156,0.3221125959691381,0.4060057732820759,0
41,9379,1,52,0.6864198939976419,0.8084022997975612,0
39,32959,2,108,0.21586639765948856,0.5951171308246038,0
49,21482,2,149,0.7093907452511288,0.5479144436766492,1
45,32105,2,71,0.9350441963907306,0.9266419675334452,1
53,5877,1,14,0.5651975211777511,0.5360249609770508,0
52,53353,2,112,0.6114342367394741,0.5149386795873099,1
55,23252,0,68,0.06893270212408908,0.04201859126635965,0
58,36334,0,115,0.8644769036178283,0.06941695859013763,1
46,24049,2,191,0.2854477871998655,0.007420307880650179,0
31,22772,1,3,0.6150511655285649,0.9132442257836336,0
55,56567,1,74,0.9791121697448023,0.40838666001770063,1
28,7637,1,145,0.5955026005728078,0.46856137613341253,0
34,12242,2,41,0.7247094874643776,0.845386947592462,0
30,47025,2,29,0.4453196182237519,0.6092463103757779,1
22,46381,0,142,0.06036584351505736,0.6095015963905811,0
29,40651,1,69,0.7975993494897885,0.29653442935481245,1
23,38972,0,182,0.03499884126398567,0.8339083739245192,0
41,21928,0,180,0.7006578288878541,0.1658299760394938,1
46,33742,1,15,0.022921573149636942,0.0531495921729479,0
28,16831,2,110,0.8623052365766706,0.1916033575185323,1
22,53232,2,103,0.15763603583298058,0.2677372187745647,0
26,55375,0,106,0.5142714954425511,0.28231105785420674,1
48,24556,0,122,0.5971507044831473,0.6705135986187676,1
49,30343,0,161,0.4575454073734121,0.21782458732864352,1
46,27834,0,26,0.3407634893488872,0.6766583044949845,0
45,51762,1,12,0.4678142961809717,0.09113217323379974,1
